netherrack,19299
stone,6863
brown_mushroom,6814
cobblestone,4964
ender_pearl,3321
dirt,3196
stick,2413
orange_wool,1703
rotten_flesh,1648
dark_oak_leaves,1602
dark_oak_log,1443
firework_rocket,1378
andesite,1354
granite,1299
diorite,1225
torch,1135
grass_block,1117
spruce_log,1091
sand,1057
polished_andesite,870
gravel,814
arrow,791
blackstone,751
basalt,746
wheat_seeds,738
coarse_dirt,695
ice,657
oak_leaves,632
bone_meal,630
spruce_leaves,619
pumpkin_seeds,561
red_mushroom_block,554
cooked_beef,552
spruce_planks,542
oak_planks,511
stone_slab,495
dark_oak_planks,494
bone,446
redstone,441
soul_sand,439
snowball,430
poppy,396
packed_ice,364
podzol,353
snow,353
end_stone,345
string,344
stone_brick_slab,342
dandelion,342
iron_ingot,334
cobblestone_stairs,323
nether_wart_block,323
iron_nugget,320
dark_oak_slab,318
coal,314
smooth_stone,309
iron_ore,299
warped_wart_block,276
gray_carpet,274
tnt,272
stone_stairs,272
coal_ore,262
player_head,261
wheat,259
red_nether_bricks,255
birch_log,253
lapis_lazuli,237
nether_bricks,236
spruce_sapling,235
birch_wood,228
iron_block,227
bone_block,216
gunpowder,215
oak_log,213
stone_brick_stairs,212
sweet_berries,210
gold_nugget,209
scaffolding,203
green_terracotta,187
mushroom_stem,186
honey_block,183
spruce_slab,183
red_terracotta,183
rail,176
dark_oak_trapdoor,173
dark_oak_fence,167
chain,167
quartz,164
light_gray_terracotta,162
brown_mushroom_block,161
lime_terracotta,158
nether_wart,158
crimson_planks,155
spruce_fence,155
flint,155
snow_block,154
stone_brick_wall,149
stone_bricks,142
gold_ingot,142
spruce_stairs,137
magma_cream,132
rose_bush,132
cyan_wool,128
blue_concrete_powder,128
granite_stairs,128
cooked_porkchop,127
gold_ore,126
white_wool,124
magenta_stained_glass_pane,123
cyan_terracotta,123
stripped_dark_oak_wood,118
chest,118
spider_eye,117
lantern,115
glass_bottle,114
gray_concrete,114
oak_sapling,113
stripped_spruce_log,108
diamond,107
golden_carrot,107
stripped_dark_oak_log,104
bamboo,104
spruce_fence_gate,103
gray_dye,103
light_gray_carpet,103
leather,102
purple_dye,96
bricks,95
blackstone_slab,95
powered_rail,94
red_stained_glass_pane,92
polished_diorite,87
magma_block,86
green_concrete_powder,82
dark_oak_wood,80
kelp,80
blue_stained_glass,78
dark_oak_sapling,77
granite_slab,76
soul_soil,72
feather,70
lever,69
iron_bars,69
nether_quartz_ore,68
redstone_lamp,67
black_wool,66
polished_blackstone_bricks,66
white_concrete_powder,65
yellow_stained_glass,64
light_blue_stained_glass,64
brown_wool,64
green_carpet,64
black_carpet,63
light_gray_concrete_powder,63
magenta_terracotta,63
smooth_stone_slab,63
allium,63
black_terracotta,63
polished_blackstone_wall,62
wither_rose,62
purple_carpet,61
andesite_wall,61
light_gray_stained_glass,61
cactus,61
redstone_ore,59
smooth_quartz_slab,58
terracotta,57
magenta_wool,57
green_dye,56
smooth_quartz_stairs,54
hay_block,54
dark_oak_stairs,54
bookshelf,53
dark_prismarine_stairs,52
dead_bush,52
bow,50
birch_planks,50
dark_oak_fence_gate,48
stripped_oak_wood,45
red_stained_glass,44
yellow_wool,44
black_concrete_powder,44
obsidian,42
cobblestone_slab,42
warped_planks,41
blue_dye,41
black_concrete,40
blue_terracotta,39
oak_fence,38
armor_stand,38
mossy_cobblestone,37
gray_glazed_terracotta,36
cookie,36
stripped_warped_stem,36
item_frame,35
shroomlight,35
spruce_sign,34
oak_boat,34
slime_ball,34
diamond_sword,33
purple_terracotta,33
polished_blackstone_brick_wall,31
salmon,31
iron_shovel,31
blackstone_wall,30
diamond_pickaxe,30
paper,30
red_dye,29
light_gray_wool,29
coal_block,28
potion,28
polished_blackstone_brick_slab,28
porkchop,27
stripped_oak_log,26
nether_gold_ore,26
sandstone,25
lead,25
red_glazed_terracotta,24
apple,24
end_rod,24
barrel,22
lapis_ore,21
yellow_dye,21
anvil,21
gray_concrete_powder,20
brick_stairs,20
crafting_table,19
oak_sign,19
crimson_nylium,19
light_gray_stained_glass_pane,18
book,18
shulker_box,18
elytra,18
