purple_shulker_box,21
warped_wart_block,20
purple_concrete,20
orange_bed,19
sandstone_stairs,19
loom,19
green_concrete,19
grindstone,19
magenta_glazed_terracotta,19
chipped_anvil,18
grass,18
brown_mushroom,18
light_gray_shulker_box,18
chorus_flower,18
milk_bucket,18
andesite_wall,18
magenta_stained_glass,18
sugar_cane,17
orange_shulker_box,17
red_stained_glass,17
oak_door,17
beacon,17
dried_kelp_block,16
birch_boat,16
lime_stained_glass_pane,15
iron_door,15
lime_stained_glass,15
end_stone_brick_wall,15
dispenser,14
azure_bluet,14
birch_fence,14
oak_pressure_plate,14
brewing_stand,14
magenta_stained_glass_pane,14
purple_stained_glass,14
apple,14
purple_wool,13
stripped_birch_wood,13
end_crystal,13
lapis_block,13
magma_block,13
white_banner,13
purple_carpet,13
birch_log,12
diorite_stairs,12
nether_bricks,12
birch_wood,12
black_carpet,11
gold_ore,11
spruce_pressure_plate,11
repeating_command_block,11
tube_coral_fan,11
pink_shulker_box,11
sandstone_slab,11
redstone_torch,11
zombified_piglin_spawn_egg,11
carved_pumpkin,10
lever,10
light_gray_stained_glass,10
pumpkin,10
birch_stairs,10
soul_lantern,10
dark_oak_fence,10
sandstone_wall,10
brain_coral,10
polished_blackstone_slab,9
smithing_table,9
dandelion,9
panda_spawn_egg,9
magenta_shulker_box,9
brick_stairs,9
fire_coral_fan,9
birch_leaves,9
jack_o_lantern,8
poppy,8
packed_ice,8
birch_slab,8
oak_fence_gate,8
horn_coral_fan,8
dark_oak_sapling,8
soul_soil,8
birch_sapling,8
snow,8
emerald_ore,8
blackstone_stairs,8
lilac,8
fire_coral,8
sunflower,8
birch_pressure_plate,8
redstone_block,8
gray_shulker_box,8
purple_stained_glass_pane,8
soul_torch,8
tube_coral,7
oak_button,7
bubble_coral,7
blue_orchid,7
birch_button,7
birch_trapdoor,7
wither_skeleton_skull,7
granite_stairs,7
cyan_shulker_box,7
polished_blackstone_bricks,7
bat_spawn_egg,7
oxeye_daisy,7
cyan_wool,7
sponge,7
quartz_stairs,6
fern,6
lead,6
command_block,6
seagrass,6
chiseled_sandstone,6
brain_coral_fan,6
fletching_table,6
heavy_weighted_pressure_plate,6
dead_bush,5
polished_blackstone_wall,5
green_stained_glass,5
light_blue_banner,5
warped_nylium,5
green_bed,5
polished_diorite,5
cyan_concrete,5
light_blue_stained_glass_pane,5
red_tulip,5
iron_ore,5
stripped_dark_oak_log,5
cooked_cod,4
cactus,4
orange_stained_glass,4
conduit,4
pink_bed,4
horn_coral,4
pink_wool,4
dead_brain_coral_fan,4
gray_stained_glass,4
shroomlight,4
tripwire_hook,4
cartography_table,4
bubble_coral_fan,4
comparator,4
cornflower,4
quartz_slab,4
cyan_bed,4
lime_bed,4
nether_wart_block,3
jungle_log,3
suspicious_stew,3
soul_campfire,3
zoglin_spawn_egg,3
brown_wool,3
rose_bush,3
light_gray_bed,3
brown_concrete,3
dark_oak_boat,3
stripped_birch_log,3
orange_tulip,3
crying_obsidian,3
dragon_egg,3
lime_carpet,3
blackstone_slab,3
jungle_sign,3
birch_door,3
yellow_stained_glass,3
light_gray_wool,3
map,3
chiseled_quartz_block,2
dead_bubble_coral_fan,2
blue_carpet,2
light_gray_stained_glass_pane,2
dropper,2
bee_nest,2
iron_hoe,2
wooden_hoe,2
peony,2
nether_brick_fence,2
dark_oak_button,2
blue_banner,2
cookie,2
smooth_red_sandstone,2
red_terracotta,2
dark_oak_fence_gate,2
crimson_nylium,2
carrot,2
red_carpet,2
polished_diorite_stairs,2
black_banner,2
black_bed,2
white_carpet,2
pink_carpet,2
polished_blackstone_brick_stairs,2
acacia_boat,2
brown_banner,2
acacia_stairs,2
warped_sign,1
lily_of_the_valley,1
quartz_pillar,1
dolphin_spawn_egg,1
lily_pad,1
golden_apple,1
enchanting_table,1
mossy_cobblestone_stairs,1
filled_map,1
red_sand,1
jungle_planks,1
black_terracotta,1
cooked_chicken,1
dark_prismarine_slab,1
magenta_carpet,1
wither_rose,1
gray_wool,1
honey_block,1
red_stained_glass_pane,1
bubble_coral_block,1
bee_spawn_egg,1
dead_tube_coral,1
blue_concrete,1
totem_of_undying,1
magenta_wool,1
orange_terracotta,1
jukebox,1
redstone_lamp,1
light_blue_terracotta,1
brain_coral_block,1
cooked_mutton,1
pink_tulip,1
red_glazed_terracotta,1
dead_fire_coral,1
